date,series_id,value,realtime_start,realtime_end
2015-04-01,VIXCLS,13.74,2024-12-03,2024-12-03
2015-07-01,VIXCLS,19.31,2024-12-03,2024-12-03
2015-10-01,VIXCLS,17.03,2024-12-03,2024-12-03
2016-01-01,VIXCLS,20.49,2024-12-03,2024-12-03
2016-04-01,VIXCLS,15.68,2024-12-03,2024-12-03
2016-07-01,VIXCLS,13.23,2024-12-03,2024-12-03
2016-10-01,VIXCLS,14.1,2024-12-03,2024-12-03
2017-01-01,VIXCLS,11.69,2024-12-03,2024-12-03
2017-04-01,VIXCLS,11.43,2024-12-03,2024-12-03
2017-07-01,VIXCLS,10.94,2024-12-03,2024-12-03
2017-10-01,VIXCLS,10.31,2024-12-03,2024-12-03
2018-01-01,VIXCLS,17.35,2024-12-03,2024-12-03
2018-04-01,VIXCLS,15.34,2024-12-03,2024-12-03
2018-07-01,VIXCLS,12.86,2024-12-03,2024-12-03
2018-10-01,VIXCLS,21.05,2024-12-03,2024-12-03
2019-01-01,VIXCLS,16.47,2024-12-03,2024-12-03
2019-04-01,VIXCLS,15.18,2024-12-03,2024-12-03
2019-07-01,VIXCLS,15.96,2024-12-03,2024-12-03
2019-10-01,VIXCLS,13.99,2024-12-03,2024-12-03
2020-01-01,VIXCLS,31.22,2024-12-03,2024-12-03
2020-04-01,VIXCLS,34.49,2024-12-03,2024-12-03
2020-07-01,VIXCLS,25.81,2024-12-03,2024-12-03
2020-10-01,VIXCLS,25.62,2024-12-03,2024-12-03
2021-01-01,VIXCLS,23.2,2024-12-03,2024-12-03
2021-04-01,VIXCLS,18,2024-12-03,2024-12-03
2021-07-01,VIXCLS,18.29,2024-12-03,2024-12-03
2021-10-01,VIXCLS,19.28,2024-12-03,2024-12-03
2022-01-01,VIXCLS,25.37,2024-12-03,2024-12-03
2022-04-01,VIXCLS,27.4,2024-12-03,2024-12-03
2022-07-01,VIXCLS,24.79,2024-12-03,2024-12-03
2022-10-01,VIXCLS,25,2024-12-03,2024-12-03
2023-01-01,VIXCLS,20.68,2024-12-03,2024-12-03
2023-04-01,VIXCLS,16.44,2024-12-03,2024-12-03
2023-07-01,VIXCLS,15.01,2024-12-03,2024-12-03
2023-10-01,VIXCLS,15.29,2024-12-03,2024-12-03
2024-01-01,VIXCLS,13.71,2024-12-03,2024-12-03
